"","brand","location","page","year","error_brand","error_location"
"485","+,,QC1,,,,,16","67026",6,2015,0,0
"486","+,,W,,,,,,,41","67417",7,2015,0,0
"487","-,,A,,,,,,,14","67801",9,2015,0,0
"488","-,,A35,,,,,11","66614",10,2015,0,0
"489","-,,A3,BX1,,11","67951",10,2015,0,0
"490","-,,B,,,,,,,22","67491",10,2015,0,0
"491","-,,D,,-,,,,21","66801",13,2015,0,0
"492","-,,D,,-,,,,,2","67756",13,2015,0,0
"493","-,,D,,-,,,,46","67029",13,2015,0,0
"494","-,,D,,V,,,,13","80021",13,2015,0,0
"495","-,,F,1,,,,,11","67744",14,2015,0,0
"496","-,,K,,,,,,,,4","67206",18,2015,0,0
"497","-,,L,,,,,,,35","67865",19,2015,0,0
"498","-,,L,2X,,L,,1","67058",20,2015,0,0
"499","-,,N,,-,,,,33","67738",21,2015,0,0
"500","-,,O,,-,,,,44","67042",22,2015,0,0
