,brand,location,page,year,error_brand,error_location
491,"\,,S,,,,,,,42",67346,286,2016,0,0
492,"],,-,,C,,,,,1",67483,287,2016,0,0
493,"],,M1,,,,,,,2",67513,288,2016,0,0
494,"~,,T,,W,,,,,1",67278,289,2016,0,0
495,"~,,W,,C,,,,,2",67058,289,2016,0,0
496,"~1,B,,,,,,,,1",67235,290,2016,0,0
497,"~1,M,5,,,,,,1",82801,290,2016,0,0
498,"~5,B,7,,,,,11",66436,292,2016,0,0
499,"~5,D,,,,,,,,2",66017,292,2016,0,0
500,"~5,M,,,,,,,,3",67431,292,2016,0,0
